PriceRangeID,Departure_ariportID,Transit_ariportID,Landing_ariportID,DepartureDateID,ArrivalDateID,PassengerID,TicketID,PlaneID,CabinID,mileage,Price,Rate,ian,FlightFactID,AirlinesID
3,17,NULL,33,184,184,31412,65,19,1294,1178,5660,1.00,255828,342,9
3,18,NULL,34,50,50,490,76,1,1,1178,5660,1.00,255829,343,9
3,19,NULL,35,17,17,39879,77,2,1294,1178,2980,0.56,255830,344,9
1,20,NULL,36,196,196,54353,143,3,325,1178,1490,1.00,255831,345,9
1,21,NULL,1,184,184,29373,1,5,1294,1178,3730,0.65,255832,346,12
3,22,NULL,2,50,50,22067,87,6,1,1178,2090,0.37,255833,347,12
3,23,NULL,3,17,17,43273,88,7,1294,1178,5360,1.00,255834,348,12
4,24,NULL,5,196,196,1448,165,8,325,1178,715,0.48,255835,349,12
1,25,NULL,6,184,184,16741,238,9,1294,1178,5810,1.00,255836,350,12
9,26,NULL,8,50,50,7,568933,10,1,1178,1980,0.39,255837,351,13
3,27,NULL,9,17,17,39192,568934,11,1294,1178,2980,0.56,255838,352,13
4,29,NULL,12,196,196,18522,568935,12,325,1178,1020,0.69,255839,353,13
1,30,NULL,13,184,184,8,568936,13,1294,1178,4170,0.72,255840,354,13
9,31,NULL,14,50,50,53411,568937,14,1,1178,2380,0.47,255841,355,13
3,32,NULL,16,17,17,58815,568938,15,1294,1178,5360,1.00,255842,356,14
4,33,NULL,17,196,196,55505,568939,16,325,1178,1020,0.69,255843,357,14
4,34,NULL,18,184,184,20282,568940,17,1294,1178,1925,0.35,255844,358,14
3,35,NULL,19,50,50,49042,568941,18,1,1178,2090,0.37,255845,359,14
1,36,9,20,17,17,10902,568942,19,1294,1178,3730,0.66,255846,360,14
4,1,NULL,21,196,196,11580,7,1,325,1178,1490,1.00,255847,361,1
4,2,NULL,22,184,184,48903,8,2,1294,1178,5660,1.00,255848,362,1
1,3,NULL,23,50,50,8486,22,3,1,1178,4540,0.80,255849,363,1
1,5,NULL,24,17,17,30350,23,5,1294,1178,5660,1.00,255850,364,1
3,6,NULL,25,196,196,39828,24,6,325,1178,600,0.41,255851,365,1
3,8,NULL,26,184,184,38387,16,7,1294,1178,2980,0.53,255852,366,2
1,9,NULL,27,50,50,50859,17,8,1,1178,5680,1.00,255853,367,2
3,12,NULL,29,17,17,3471,101,9,1294,1178,2980,0.56,255854,368,2
3,13,NULL,30,196,196,20072,102,10,325,1178,600,0.41,255855,369,2
3,14,NULL,31,184,184,48994,178,11,1294,1178,5660,1.00,255856,370,2
3,16,NULL,32,50,50,4277,2,12,1,1178,2090,0.37,255857,371,3
3,17,NULL,33,17,17,28303,3,13,1294,1178,5360,1.00,255858,372,3
3,18,NULL,34,196,196,60482,9,14,325,1178,760,0.52,255859,373,3
9,19,NULL,35,184,184,22814,10,15,1294,1178,2860,0.52,255860,374,3
1,20,NULL,36,50,50,60603,14,16,1,1178,4540,0.80,255861,375,3
3,21,NULL,1,17,17,26830,4,17,1294,1178,5360,1.00,255862,376,4
3,22,NULL,2,196,196,48159,5,18,325,1178,1490,1.00,255863,377,4
9,23,NULL,3,184,184,40016,6,19,1294,1178,5580,1.00,255864,378,4
1,24,NULL,5,50,50,61845,11,1,1,1178,5680,1.00,255865,379,4
1,25,NULL,6,17,17,35424,12,2,1294,1178,5660,1.00,255866,380,4
2,26,NULL,8,196,196,61289,568918,3,325,1178,1240,1.00,255867,381,5
3,27,NULL,9,184,184,58052,568919,5,1294,1178,3730,0.66,255868,382,5
9,29,NULL,12,50,50,6170,568920,6,1,1178,1980,0.39,255869,383,5
3,30,1,13,17,17,61502,568921,7,1294,1178,5360,1.00,255870,384,5
3,31,NULL,14,196,196,7215,568922,8,325,1178,670,0.45,255871,385,5
3,32,NULL,16,184,184,9,568923,9,1294,1178,5660,1.00,255872,386,6
9,33,NULL,17,50,50,47426,568924,10,1,1178,2380,0.47,255873,387,6
1,34,NULL,18,17,17,26999,568925,11,1294,1178,3730,0.66,255874,388,6
3,35,NULL,19,196,196,39827,568926,12,325,1178,670,0.45,255875,389,6
1,36,NULL,20,184,184,23075,568927,13,1294,1178,2980,0.52,255876,390,6
9,1,NULL,21,50,50,45939,568928,14,1,1178,5160,1.00,255877,391,7
1,2,NULL,22,17,17,25194,568929,15,1294,1178,5660,1.00,255878,392,7
3,3,NULL,23,196,196,54843,568930,16,325,1178,760,0.52,255879,393,7
1,5,NULL,24,184,184,45775,568931,17,1294,1178,5810,1.00,255880,394,7
3,6,NULL,25,50,50,4170,568932,18,1,1178,2090,0.37,255881,395,7
4,8,NULL,26,17,17,48794,2217,19,1294,1178,5660,1.00,255882,396,8
3,9,NULL,27,196,196,20481,2218,1,325,1178,1490,1.00,255883,397,8
1,12,NULL,29,184,184,57554,2219,2,1294,1178,3730,0.65,255884,398,8
3,13,NULL,30,50,50,58908,2220,3,1,1178,2090,0.37,255885,399,8
1,14,NULL,31,17,17,22014,2496,5,1294,1178,3730,0.66,255886,400,8
1,16,NULL,32,196,196,2479,64,6,325,1178,1490,1.00,255887,401,9
1,17,NULL,33,184,184,23798,65,7,1294,1178,4170,0.72,255888,402,9
12,18,NULL,34,51,51,46647,76,8,1,1178,1190,0.32,255889,403,9
1,19,NULL,35,17,17,4095,77,9,1294,1178,5660,1.00,255890,404,9
4,20,NULL,36,196,196,40470,143,10,325,1178,795,0.54,255891,405,9
3,21,NULL,1,184,184,12631,1,11,1294,1178,2980,0.53,255892,406,12
12,22,NULL,2,51,51,44097,87,12,1,1178,3810,1.00,255893,407,12
3,23,31,3,17,17,9534,88,13,1294,1178,5360,1.00,255894,408,12
4,24,NULL,5,196,196,4293,165,14,325,1178,1100,0.74,255895,409,12
3,25,NULL,6,184,184,54918,238,15,1294,1178,5660,1.00,255896,410,12
3,26,NULL,8,51,51,10,568933,16,1,1178,2240,0.40,255897,411,13
4,27,NULL,9,17,17,13373,568934,17,1294,1178,5660,1.00,255898,412,13
4,29,NULL,12,196,196,35185,568935,18,325,1178,1100,0.74,255899,413,13
1,30,NULL,13,184,184,31067,568936,19,1294,1178,2240,0.39,255900,414,13
1,31,NULL,14,51,51,62717,568937,1,1,1178,4540,0.80,255901,415,13
1,32,NULL,16,17,17,55361,568938,2,1294,1178,2980,0.53,255902,416,14
4,33,NULL,17,196,196,31582,568939,3,325,1178,1490,1.00,255903,417,14
1,34,NULL,18,184,184,24520,568940,5,1294,1178,5810,1.00,255904,418,14
1,35,NULL,19,51,51,4418,568941,6,1,1178,5680,1.00,255905,419,14
1,36,NULL,20,17,17,54536,568942,7,1294,1178,5660,1.00,255906,420,14
3,1,NULL,21,196,196,27151,7,8,325,1178,830,0.56,255907,421,1
9,2,NULL,22,184,184,10815,8,9,1294,1178,2860,0.52,255908,422,1
3,3,NULL,23,51,51,42667,22,10,1,1178,2240,0.40,255909,423,1
3,5,NULL,24,17,17,51883,23,11,1294,1178,5360,1.00,255910,424,1
3,6,NULL,25,196,196,12119,24,12,325,1178,830,0.56,255911,425,1
9,8,NULL,26,184,184,33823,16,13,1294,1178,5580,1.00,255912,426,2
1,9,NULL,27,51,51,26807,17,14,1,1178,4540,0.80,255913,427,2
1,12,NULL,29,17,17,18276,101,15,1294,1178,2980,0.53,255914,428,2
3,13,NULL,30,196,196,14683,102,16,325,1178,920,0.62,255915,429,2
3,14,NULL,31,184,184,572,178,17,1294,1178,2240,0.40,255916,430,2
1,16,NULL,32,51,51,57769,2,18,1,1178,5680,1.00,255917,431,3
1,17,24,33,17,17,35995,3,19,1294,1178,5660,1.00,255918,432,3
3,18,NULL,34,196,196,49440,9,1,325,1178,1490,1.00,255919,433,3
3,19,NULL,35,184,184,5206,10,2,1294,1178,5660,1.00,255920,434,3
3,20,NULL,36,51,51,152,14,3,1,1178,2240,0.40,255921,435,3
9,21,NULL,1,17,17,39262,4,5,1294,1178,3400,0.69,255922,436,4
1,22,NULL,2,196,196,36947,5,6,325,1178,1490,1.00,255923,437,4
4,23,NULL,3,184,184,57641,6,7,1294,1178,5660,1.00,255924,438,4
3,24,NULL,5,51,51,44530,11,8,1,1178,5660,1.00,255925,439,4
9,25,NULL,6,17,17,12865,12,9,1294,1178,4900,1.00,255926,440,4
3,26,NULL,8,196,196,11,568918,10,325,1178,830,0.56,255927,441,5
3,27,NULL,9,184,184,2178,568919,11,1294,1178,2980,0.53,255928,442,5
3,29,NULL,12,51,51,36007,568920,12,1,1178,2240,0.40,255929,443,5
3,30,NULL,13,17,17,43602,568921,13,1294,1178,5360,1.00,255930,444,5
3,31,NULL,14,196,196,21057,568922,14,325,1178,830,0.56,255931,445,5
3,32,NULL,16,184,184,7350,568923,15,1294,1178,5660,1.00,255932,446,6
1,33,NULL,17,51,51,7552,568924,16,1,1178,4540,0.80,255933,447,6
1,34,NULL,18,17,17,19897,568925,17,1294,1178,3730,0.66,255934,448,6
3,35,NULL,19,196,196,8013,568926,18,325,1178,920,0.62,255935,449,6
3,36,NULL,20,184,184,38817,568927,19,1294,1178,2240,0.40,255936,450,6
1,1,NULL,21,51,51,48301,568928,1,1,1178,5680,1.00,255937,451,7
1,2,NULL,22,17,17,29759,568929,2,1294,1178,5660,1.00,255938,452,7
3,3,NULL,23,196,196,46994,568930,3,325,1178,1490,1.00,255939,453,7
3,5,NULL,24,184,184,17144,568931,5,1294,1178,5660,1.00,255940,454,7
3,6,NULL,25,51,51,59996,568932,6,1,1178,5660,1.00,255941,455,7
3,8,18,26,17,17,4504,2217,7,1294,1178,2980,0.56,255942,456,8
1,9,NULL,27,196,196,41820,2218,8,325,1178,1490,1.00,255943,457,8
12,12,NULL,29,185,185,50626,2219,9,1294,1178,1310,0.32,255944,458,8
1,13,NULL,30,51,51,20520,2220,10,1,1178,4540,0.80,255945,459,8
3,14,NULL,31,17,17,43475,2496,11,1294,1178,5360,1.00,255946,460,8
3,16,NULL,32,196,196,8542,64,12,325,1178,830,0.56,255947,461,9
12,17,NULL,33,185,185,24254,65,13,1294,1178,4170,1.00,255948,462,9
1,18,NULL,34,51,51,44165,76,14,1,1178,5680,1.00,255949,463,9
1,19,NULL,35,17,17,40717,77,15,1294,1178,2980,0.53,255950,464,9
3,20,NULL,36,196,196,28585,143,16,325,1178,830,0.56,255951,465,9
3,21,NULL,1,185,185,46361,1,17,1294,1178,2000,0.36,255952,466,12
3,22,NULL,2,51,51,47908,87,18,1,1178,2240,0.40,255953,467,12
1,23,NULL,3,17,17,55010,88,19,1294,1178,5660,1.00,255954,468,12
3,24,NULL,5,196,196,42033,165,1,325,1178,920,0.62,255955,469,12
3,25,NULL,6,185,185,30963,238,2,1294,1178,5660,1.00,255956,470,12
1,26,NULL,8,51,51,11419,568933,3,1,1178,5680,1.00,255957,471,13
9,27,NULL,9,17,17,41880,568934,5,1294,1178,3400,0.69,255958,472,13
3,29,NULL,12,196,196,33898,568935,6,325,1178,1490,1.00,255959,473,13
1,30,NULL,13,185,185,17366,568936,7,1294,1178,2240,0.39,255960,474,13
3,31,NULL,14,51,51,22650,568937,8,1,1178,2240,0.40,255961,475,13
9,32,NULL,16,17,17,44688,568938,9,1294,1178,4900,1.00,255962,476,14
1,33,NULL,17,196,196,12918,568939,10,325,1178,1490,1.00,255963,477,14
1,34,NULL,18,185,185,25188,568940,11,1294,1178,5810,1.00,255964,478,14
3,35,NULL,19,51,51,13299,568941,12,1,1178,2240,0.40,255965,479,14
3,36,9,20,17,17,44637,568942,13,1294,1178,3730,0.70,255966,480,14
3,1,NULL,21,196,196,47956,7,14,325,1178,670,0.45,255967,481,1
4,2,NULL,22,185,185,61026,8,15,1294,1178,1625,0.29,255968,482,1
3,3,NULL,23,51,51,45478,22,16,1,1178,2240,0.40,255969,483,1
3,5,NULL,24,17,17,29344,23,17,1294,1178,5360,1.00,255970,484,1
3,6,NULL,25,196,196,5892,24,18,325,1178,670,0.45,255971,485,1
4,8,NULL,26,185,185,9083,16,19,1294,1178,5660,1.00,255972,486,2
1,9,NULL,27,51,51,45658,17,1,1,1178,4540,0.80,255973,487,2
4,12,NULL,29,17,17,21868,101,2,1294,1178,5660,1.00,255974,488,2
3,13,NULL,30,196,196,43803,102,3,325,1178,760,0.52,255975,489,2
3,14,NULL,31,185,185,186,178,5,1294,1178,2240,0.40,255976,490,2
1,16,NULL,32,51,51,62770,2,6,1,1178,5680,1.00,255977,491,3
3,17,NULL,33,17,17,53178,3,7,1294,1178,2240,0.42,255978,492,3
3,18,NULL,34,196,196,30227,9,8,325,1178,1490,1.00,255979,493,3
3,19,NULL,35,185,185,38645,10,9,1294,1178,5660,1.00,255980,494,3
3,20,NULL,36,51,51,46017,14,10,1,1178,2240,0.40,255981,495,3
3,21,NULL,1,17,17,41401,4,11,1294,1178,5360,1.00,255982,496,4
3,22,NULL,2,196,196,11739,5,12,325,1178,830,0.56,255983,497,4
2,23,NULL,3,185,185,29113,6,13,1294,1178,1490,0.43,255984,498,4
3,24,NULL,5,51,51,41584,11,14,1,1178,2240,0.40,255985,499,4
3,25,NULL,6,17,17,35652,12,15,1294,1178,2240,0.42,255986,500,4
3,26,NULL,8,196,196,38894,568918,16,325,1178,830,0.56,255987,501,5
2,27,NULL,9,185,185,48037,568919,17,1294,1178,1490,0.43,255988,502,5
3,29,NULL,12,51,51,54015,568920,18,1,1178,5660,1.00,255989,503,5
3,30,1,13,17,17,44363,568921,19,1294,1178,5360,1.00,255990,504,5
3,31,NULL,14,196,196,26451,568922,1,325,1178,920,0.62,255991,505,5
2,32,NULL,16,185,185,10944,568923,2,1294,1178,3470,1.00,255992,506,6
1,33,NULL,17,51,51,44304,568924,3,1,1178,4540,0.80,255993,507,6
12,34,NULL,18,18,18,59542,568925,5,1294,1178,2040,1.00,255994,508,6
3,35,NULL,19,196,196,33321,568926,6,325,1178,1490,1.00,255995,509,6
3,36,NULL,20,185,185,45619,568927,7,1294,1178,2240,0.40,255996,510,6
1,1,NULL,21,51,51,11196,568928,8,1,1178,5680,1.00,255997,511,7
3,2,NULL,22,18,18,61774,568929,9,1294,1178,2240,0.42,255998,512,7
3,3,NULL,23,196,196,15692,568930,10,325,1178,830,0.56,255999,513,7
3,5,NULL,24,185,185,3969,568931,11,1294,1178,5660,1.00,256000,514,7
3,6,NULL,25,51,51,33105,568932,12,1,1178,5660,1.00,256001,515,7
3,8,NULL,26,18,18,30411,2217,13,1294,1178,5360,1.00,256002,516,8
3,9,NULL,27,196,196,8943,2218,14,325,1178,830,0.56,256003,517,8
1,12,NULL,29,185,185,50140,2219,15,1294,1178,2240,0.39,256004,518,8
1,13,NULL,30,51,51,6265,2220,16,1,1178,4540,0.80,256005,519,8
4,14,NULL,31,18,18,53937,2496,17,1294,1178,1935,0.34,256006,520,8
3,16,NULL,32,196,196,44657,64,18,325,1178,920,0.62,256007,521,9
1,17,NULL,33,185,185,27878,65,19,1294,1178,5810,1.00,256008,522,9
1,18,NULL,34,51,51,41084,76,1,1,1178,5680,1.00,256009,523,9
4,19,NULL,35,18,18,59565,77,2,1294,1178,5660,1.00,256010,524,9
3,20,NULL,36,196,196,56659,143,3,325,1178,1490,1.00,256011,525,9
1,21,NULL,1,185,185,48278,1,5,1294,1178,2980,0.52,256012,526,12
3,22,NULL,2,51,51,30674,87,6,1,1178,5660,1.00,256013,527,12
1,23,31,3,18,18,23645,88,7,1294,1178,1860,0.33,256014,528,12
8,24,NULL,5,196,196,18831,165,8,325,1178,968,0.79,256015,529,12
1,25,NULL,6,185,185,12260,238,9,1294,1178,3730,0.65,256016,530,12
1,26,NULL,8,51,51,53301,568933,10,1,1178,4540,0.80,256017,531,13
1,27,NULL,9,18,18,52817,568934,11,1294,1178,5660,1.00,256018,532,13
8,29,NULL,12,196,196,14568,568935,12,325,1178,1030,0.84,256019,533,13
1,30,NULL,13,185,185,60390,568936,13,1294,1178,4170,0.72,256020,534,13
1,31,NULL,14,51,51,31952,568937,14,1,1178,5680,1.00,256021,535,13
3,32,NULL,16,18,18,806,568938,15,1294,1178,2240,0.42,256022,536,14
8,33,NULL,17,196,196,18723,568939,16,325,1178,971,0.79,256023,537,14
4,34,NULL,18,185,185,50195,568940,17,1294,1178,1625,0.29,256024,538,14
3,35,NULL,19,51,51,43289,568941,18,1,1178,2240,0.40,256025,539,14
3,36,NULL,20,18,18,22826,568942,19,1294,1178,5360,1.00,256026,540,14
8,1,NULL,21,196,196,31708,7,1,325,1178,980,0.80,256027,541,1
4,2,NULL,22,185,185,19283,8,2,1294,1178,5660,1.00,256028,542,1
1,3,NULL,23,51,51,36128,22,3,1,1178,4540,0.80,256029,543,1
4,5,NULL,24,18,18,12,23,5,1294,1178,1935,0.34,256030,544,1
8,6,NULL,25,196,196,26896,24,6,325,1178,1240,1.00,256031,545,1
3,8,NULL,26,185,185,51591,16,7,1294,1178,3730,0.66,256032,546,2
1,9,NULL,27,51,51,43618,17,8,1,1178,5680,1.00,256033,547,2
4,12,NULL,29,18,18,30921,101,9,1294,1178,5660,1.00,256034,548,2
1,13,NULL,30,196,196,36282,102,10,325,1178,1490,1.00,256035,549,2
3,14,NULL,31,185,185,25771,178,11,1294,1178,5660,1.00,256036,550,2
3,16,NULL,32,51,51,23,2,12,1,1178,5660,1.00,256037,551,3
1,17,24,33,18,18,9875,3,13,1294,1178,2010,0.36,256038,552,3
3,18,NULL,34,196,196,60566,9,14,325,1178,660,0.45,256039,553,3
1,19,NULL,35,185,185,52757,10,15,1294,1178,2980,0.52,256040,554,3
1,20,NULL,36,51,51,13,14,16,1,1178,4540,0.80,256041,555,3
1,21,NULL,1,18,18,29259,4,17,1294,1178,5660,1.00,256042,556,4
3,22,NULL,2,196,196,45063,5,18,325,1178,660,0.45,256043,557,4
1,23,NULL,3,185,185,33370,6,19,1294,1178,5810,1.00,256044,558,4
1,24,NULL,5,51,51,22095,11,1,1,1178,5680,1.00,256045,559,4
3,25,NULL,6,18,18,3743,12,2,1294,1178,2240,0.42,256046,560,4
3,26,NULL,8,196,196,18684,568918,3,325,1178,760,0.52,256047,561,5
1,27,NULL,9,185,185,32827,568919,5,1294,1178,3730,0.65,256048,562,5
9,29,NULL,12,51,51,8633,568920,6,1,1178,5160,1.00,256049,563,5
3,30,NULL,13,18,18,7096,568921,7,1294,1178,5360,1.00,256050,564,5
3,31,NULL,14,196,196,2152,568922,8,325,1178,1490,1.00,256051,565,5
1,32,NULL,16,185,185,6796,568923,9,1294,1178,4170,0.72,256052,566,6
3,33,NULL,17,51,51,17711,568924,10,1,1178,2240,0.40,256053,567,6
3,34,NULL,18,18,18,61168,568925,11,1294,1178,3730,0.70,256054,568,6
3,35,NULL,19,196,196,2847,568926,12,325,1178,830,0.56,256055,569,6
3,36,NULL,20,185,185,24387,568927,13,1294,1178,2980,0.53,256056,570,6
1,1,NULL,21,51,51,47025,568928,14,1,1178,4540,0.80,256057,571,7
3,2,NULL,22,18,18,26083,568929,15,1294,1178,5360,1.00,256058,572,7
3,3,NULL,23,196,196,599,568930,16,325,1178,830,0.56,256059,573,7
3,5,NULL,24,185,185,13959,568931,17,1294,1178,5660,1.00,256060,574,7
1,6,NULL,25,51,51,53274,568932,18,1,1178,5680,1.00,256061,575,7
2,8,18,26,18,18,2607,2217,19,1294,1178,2850,0.82,256062,576,8
3,9,NULL,27,196,196,57757,2218,1,325,1178,920,0.62,256063,577,8
1,12,NULL,29,185,185,13886,2219,2,1294,1178,2980,0.52,256064,578,8
3,13,NULL,30,51,51,39105,2220,3,1,1178,2240,0.40,256065,579,8
2,14,NULL,31,18,18,3985,2496,5,1294,1178,3470,1.00,256066,580,8
3,16,NULL,32,196,196,43556,64,6,325,1178,1490,1.00,256067,581,9
1,17,NULL,33,185,185,14,65,7,1294,1178,5810,1.00,256068,582,9
3,18,NULL,34,51,51,20482,76,8,1,1178,5660,1.00,256069,583,9
3,19,NULL,35,18,18,12177,77,9,1294,1178,2980,0.56,256070,584,9
1,20,NULL,36,196,196,27075,143,10,325,1178,1490,1.00,256071,585,9
1,21,NULL,1,185,185,17480,1,11,1294,1178,3730,0.65,256072,586,12
1,22,NULL,2,51,51,21338,87,12,1,1178,4540,0.80,256073,587,12
3,23,NULL,3,18,18,52544,88,13,1294,1178,5360,1.00,256074,588,12
4,24,NULL,5,196,196,26502,165,14,325,1178,795,0.54,256075,589,12
1,25,NULL,6,185,185,42980,238,15,1294,1178,4170,0.72,256076,590,12
1,26,NULL,8,51,51,15,568933,16,1,1178,5680,1.00,256077,591,13
1,27,NULL,9,18,18,51784,568934,17,1294,1178,2980,0.53,256078,592,13
4,29,NULL,12,196,196,21496,568935,18,325,1178,1100,0.74,256079,593,13
3,30,NULL,13,185,185,26233,568936,19,1294,1178,2980,0.53,256080,594,13
9,31,NULL,14,51,51,58813,568937,1,1,1178,2230,0.44,256081,595,13
1,32,NULL,16,18,18,1518,568938,2,1294,1178,5660,1.00,256082,596,14
4,33,NULL,17,196,196,61812,568939,3,325,1178,1100,0.74,256083,597,14
3,34,NULL,18,185,185,55308,568940,5,1294,1178,5660,1.00,256084,598,14
9,35,NULL,19,51,51,22429,568941,6,1,1178,5160,1.00,256085,599,14
4,36,9,20,147,147,39649,568942,7,325,1178,590,0.40,553085,600,14
